name,fips,county,state
"Harrison County, Mississippi, United States",28047,Harrison County,Mississippi
"Hinds County, Mississippi, United States",28049,Hinds County,Mississippi
"Holmes County, Mississippi, United States",28051,Holmes County,Mississippi
"Humphreys County, Mississippi, United States",28053,Humphreys County,Mississippi
"Issaquena County, Mississippi, United States",28055,Issaquena County,Mississippi
"Itawamba County, Mississippi, United States",28057,Itawamba County,Mississippi
"Jackson County, Mississippi, United States",28059,Jackson County,Mississippi
"Jasper County, Mississippi, United States",28061,Jasper County,Mississippi
"Jefferson County, Mississippi, United States",28063,Jefferson County,Mississippi
"Jefferson Davis County, Mississippi, United States",28065,Jefferson Davis County,Mississippi
"Jones County, Mississippi, United States",28067,Jones County,Mississippi
"Kemper County, Mississippi, United States",28069,Kemper County,Mississippi
"Lafayette County, Mississippi, United States",28071,Lafayette County,Mississippi
"Lamar County, Mississippi, United States",28073,Lamar County,Mississippi
"Lauderdale County, Mississippi, United States",28075,Lauderdale County,Mississippi
"Lawrence County, Mississippi, United States",28077,Lawrence County,Mississippi
"Leake County, Mississippi, United States",28079,Leake County,Mississippi
"Lee County, Mississippi, United States",28081,Lee County,Mississippi
"Leflore County, Mississippi, United States",28083,Leflore County,Mississippi
"Lincoln County, Mississippi, United States",28085,Lincoln County,Mississippi
"Lowndes County, Mississippi, United States",28087,Lowndes County,Mississippi
"Madison County, Mississippi, United States",28089,Madison County,Mississippi
"Marion County, Mississippi, United States",28091,Marion County,Mississippi
"Marshall County, Mississippi, United States",28093,Marshall County,Mississippi
"Monroe County, Mississippi, United States",28095,Monroe County,Mississippi
"Montgomery County, Mississippi, United States",28097,Montgomery County,Mississippi
"Neshoba County, Mississippi, United States",28099,Neshoba County,Mississippi
"Newton County, Mississippi, United States",28101,Newton County,Mississippi
"Noxubee County, Mississippi, United States",28103,Noxubee County,Mississippi
"Oktibbeha County, Mississippi, United States",28105,Oktibbeha County,Mississippi
"Panola County, Mississippi, United States",28107,Panola County,Mississippi
"Pearl River County, Mississippi, United States",28109,Pearl River County,Mississippi
"Perry County, Mississippi, United States",28111,Perry County,Mississippi
"Pike County, Mississippi, United States",28113,Pike County,Mississippi
"Pontotoc County, Mississippi, United States",28115,Pontotoc County,Mississippi
"Prentiss County, Mississippi, United States",28117,Prentiss County,Mississippi
"Quitman County, Mississippi, United States",28119,Quitman County,Mississippi
"Rankin County, Mississippi, United States",28121,Rankin County,Mississippi
"Scott County, Mississippi, United States",28123,Scott County,Mississippi
"Sharkey County, Mississippi, United States",28125,Sharkey County,Mississippi
"Simpson County, Mississippi, United States",28127,Simpson County,Mississippi
"Smith County, Mississippi, United States",28129,Smith County,Mississippi
"Stone County, Mississippi, United States",28131,Stone County,Mississippi
"Sunflower County, Mississippi, United States",28133,Sunflower County,Mississippi
"Tallahatchie County, Mississippi, United States",28135,Tallahatchie County,Mississippi
"Tate County, Mississippi, United States",28137,Tate County,Mississippi
"Tippah County, Mississippi, United States",28139,Tippah County,Mississippi
"Tishomingo County, Mississippi, United States",28141,Tishomingo County,Mississippi
"Tunica County, Mississippi, United States",28143,Tunica County,Mississippi
"Union County, Mississippi, United States",28145,Union County,Mississippi
"Walthall County, Mississippi, United States",28147,Walthall County,Mississippi
"Warren County, Mississippi, United States",28149,Warren County,Mississippi
"Washington County, Mississippi, United States",28151,Washington County,Mississippi
"Wayne County, Mississippi, United States",28153,Wayne County,Mississippi
"Webster County, Mississippi, United States",28155,Webster County,Mississippi
"Wilkinson County, Mississippi, United States",28157,Wilkinson County,Mississippi
"Winston County, Mississippi, United States",28159,Winston County,Mississippi
"Yalobusha County, Mississippi, United States",28161,Yalobusha County,Mississippi
"Yazoo County, Mississippi, United States",28163,Yazoo County,Mississippi
"Adair County, Missouri, United States",29001,Adair County,Missouri
"Andrew County, Missouri, United States",29003,Andrew County,Missouri
"Atchison County, Missouri, United States",29005,Atchison County,Missouri
"Audrain County, Missouri, United States",29007,Audrain County,Missouri
"Barry County, Missouri, United States",29009,Barry County,Missouri
"Barton County, Missouri, United States",29011,Barton County,Missouri
"Bates County, Missouri, United States",29013,Bates County,Missouri
"Benton County, Missouri, United States",29015,Benton County,Missouri
"Bollinger County, Missouri, United States",29017,Bollinger County,Missouri
"Boone County, Missouri, United States",29019,Boone County,Missouri
"Buchanan County, Missouri, United States",29021,Buchanan County,Missouri
"Butler County, Missouri, United States",29023,Butler County,Missouri
"Caldwell County, Missouri, United States",29025,Caldwell County,Missouri
"Callaway County, Missouri, United States",29027,Callaway County,Missouri
"Camden County, Missouri, United States",29029,Camden County,Missouri
"Cape Girardeau County, Missouri, United States",29031,Cape Girardeau County,Missouri
"Carroll County, Missouri, United States",29033,Carroll County,Missouri
"Carter County, Missouri, United States",29035,Carter County,Missouri
"Cass County, Missouri, United States",29037,Cass County,Missouri
"Cedar County, Missouri, United States",29039,Cedar County,Missouri
"Chariton County, Missouri, United States",29041,Chariton County,Missouri
"Christian County, Missouri, United States",29043,Christian County,Missouri
"Clark County, Missouri, United States",29045,Clark County,Missouri
"Clay County, Missouri, United States",29047,Clay County,Missouri
"Clinton County, Missouri, United States",29049,Clinton County,Missouri
"Cole County, Missouri, United States",29051,Cole County,Missouri
"Cooper County, Missouri, United States",29053,Cooper County,Missouri
"Crawford County, Missouri, United States",29055,Crawford County,Missouri
"Dade County, Missouri, United States",29057,Dade County,Missouri
"Dallas County, Missouri, United States",29059,Dallas County,Missouri
"Daviess County, Missouri, United States",29061,Daviess County,Missouri
"DeKalb County, Missouri, United States",29063,DeKalb County,Missouri
"Dent County, Missouri, United States",29065,Dent County,Missouri
"Douglas County, Missouri, United States",29067,Douglas County,Missouri
"Dunklin County, Missouri, United States",29069,Dunklin County,Missouri
"Franklin County, Missouri, United States",29071,Franklin County,Missouri
"Gasconade County, Missouri, United States",29073,Gasconade County,Missouri
"Gentry County, Missouri, United States",29075,Gentry County,Missouri
"Greene County, Missouri, United States",29077,Greene County,Missouri
"Grundy County, Missouri, United States",29079,Grundy County,Missouri
"Harrison County, Missouri, United States",29081,Harrison County,Missouri
"Henry County, Missouri, United States",29083,Henry County,Missouri
"Hickory County, Missouri, United States",29085,Hickory County,Missouri
"Holt County, Missouri, United States",29087,Holt County,Missouri
"Howard County, Missouri, United States",29089,Howard County,Missouri
"Howell County, Missouri, United States",29091,Howell County,Missouri
"Iron County, Missouri, United States",29093,Iron County,Missouri
"Jackson County, Missouri, United States",29095,Jackson County,Missouri
"Jasper County, Missouri, United States",29097,Jasper County,Missouri
"Jefferson County, Missouri, United States",29099,Jefferson County,Missouri
"Johnson County, Missouri, United States",29101,Johnson County,Missouri
"Knox County, Missouri, United States",29103,Knox County,Missouri
"Laclede County, Missouri, United States",29105,Laclede County,Missouri
"Lafayette County, Missouri, United States",29107,Lafayette County,Missouri
"Lawrence County, Missouri, United States",29109,Lawrence County,Missouri
"Lewis County, Missouri, United States",29111,Lewis County,Missouri
"Lincoln County, Missouri, United States",29113,Lincoln County,Missouri
"Linn County, Missouri, United States",29115,Linn County,Missouri
"Livingston County, Missouri, United States",29117,Livingston County,Missouri
"McDonald County, Missouri, United States",29119,McDonald County,Missouri
"Macon County, Missouri, United States",29121,Macon County,Missouri
"Madison County, Missouri, United States",29123,Madison County,Missouri
"Maries County, Missouri, United States",29125,Maries County,Missouri
"Marion County, Missouri, United States",29127,Marion County,Missouri
"Mercer County, Missouri, United States",29129,Mercer County,Missouri
"Miller County, Missouri, United States",29131,Miller County,Missouri
"Mississippi County, Missouri, United States",29133,Mississippi County,Missouri
"Moniteau County, Missouri, United States",29135,Moniteau County,Missouri
"Monroe County, Missouri, United States",29137,Monroe County,Missouri
"Montgomery County, Missouri, United States",29139,Montgomery County,Missouri
"Morgan County, Missouri, United States",29141,Morgan County,Missouri
"New Madrid County, Missouri, United States",29143,New Madrid County,Missouri
"Newton County, Missouri, United States",29145,Newton County,Missouri
"Nodaway County, Missouri, United States",29147,Nodaway County,Missouri
"Oregon County, Missouri, United States",29149,Oregon County,Missouri
"Osage County, Missouri, United States",29151,Osage County,Missouri
"Ozark County, Missouri, United States",29153,Ozark County,Missouri
"Pemiscot County, Missouri, United States",29155,Pemiscot County,Missouri
"Perry County, Missouri, United States",29157,Perry County,Missouri
"Pettis County, Missouri, United States",29159,Pettis County,Missouri
"Phelps County, Missouri, United States",29161,Phelps County,Missouri
"Pike County, Missouri, United States",29163,Pike County,Missouri
"Platte County, Missouri, United States",29165,Platte County,Missouri
"Polk County, Missouri, United States",29167,Polk County,Missouri
"Pulaski County, Missouri, United States",29169,Pulaski County,Missouri
"Putnam County, Missouri, United States",29171,Putnam County,Missouri
"Ralls County, Missouri, United States",29173,Ralls County,Missouri
"Randolph County, Missouri, United States",29175,Randolph County,Missouri
"Ray County, Missouri, United States",29177,Ray County,Missouri
"Reynolds County, Missouri, United States",29179,Reynolds County,Missouri
"Ripley County, Missouri, United States",29181,Ripley County,Missouri
"St. Charles County, Missouri, United States",29183,St. Charles County,Missouri
"St. Clair County, Missouri, United States",29185,St. Clair County,Missouri
"Ste. Genevieve County, Missouri, United States",29186,Ste. Genevieve County,Missouri
"St. Francois County, Missouri, United States",29187,St. Francois County,Missouri
"St. Louis County, Missouri, United States",29189,St. Louis County,Missouri
"Saline County, Missouri, United States",29195,Saline County,Missouri
"Schuyler County, Missouri, United States",29197,Schuyler County,Missouri
"Scotland County, Missouri, United States",29199,Scotland County,Missouri
"Scott County, Missouri, United States",29201,Scott County,Missouri
"Shannon County, Missouri, United States",29203,Shannon County,Missouri
"Shelby County, Missouri, United States",29205,Shelby County,Missouri
"Stoddard County, Missouri, United States",29207,Stoddard County,Missouri
"Stone County, Missouri, United States",29209,Stone County,Missouri
"Sullivan County, Missouri, United States",29211,Sullivan County,Missouri
"Taney County, Missouri, United States",29213,Taney County,Missouri
"Texas County, Missouri, United States",29215,Texas County,Missouri
"Vernon County, Missouri, United States",29217,Vernon County,Missouri
"Warren County, Missouri, United States",29219,Warren County,Missouri
"Washington County, Missouri, United States",29221,Washington County,Missouri
"Wayne County, Missouri, United States",29223,Wayne County,Missouri
"Webster County, Missouri, United States",29225,Webster County,Missouri
"Worth County, Missouri, United States",29227,Worth County,Missouri
"Wright County, Missouri, United States",29229,Wright County,Missouri
"St. Louis City, Missouri, United States",29510,St. Louis City,Missouri
"Beaverhead County, Montana, United States",30001,Beaverhead County,Montana
"Big Horn County, Montana, United States",30003,Big Horn County,Montana
"Blaine County, Montana, United States",30005,Blaine County,Montana
"Broadwater County, Montana, United States",30007,Broadwater County,Montana
"Carbon County, Montana, United States",30009,Carbon County,Montana
"Carter County, Montana, United States",30011,Carter County,Montana
"Cascade County, Montana, United States",30013,Cascade County,Montana
"Chouteau County, Montana, United States",30015,Chouteau County,Montana
"Custer County, Montana, United States",30017,Custer County,Montana
"Daniels County, Montana, United States",30019,Daniels County,Montana
"Dawson County, Montana, United States",30021,Dawson County,Montana
"Deer Lodge County, Montana, United States",30023,Deer Lodge County,Montana
"Fallon County, Montana, United States",30025,Fallon County,Montana
"Fergus County, Montana, United States",30027,Fergus County,Montana
"Flathead County, Montana, United States",30029,Flathead County,Montana
"Gallatin County, Montana, United States",30031,Gallatin County,Montana
"Garfield County, Montana, United States",30033,Garfield County,Montana
"Glacier County, Montana, United States",30035,Glacier County,Montana
"Golden Valley County, Montana, United States",30037,Golden Valley County,Montana
"Granite County, Montana, United States",30039,Granite County,Montana
"Hill County, Montana, United States",30041,Hill County,Montana
"Jefferson County, Montana, United States",30043,Jefferson County,Montana
"Judith Basin County, Montana, United States",30045,Judith Basin County,Montana
"Lake County, Montana, United States",30047,Lake County,Montana
"Lewis and Clark County, Montana, United States",30049,Lewis and Clark County,Montana
"Liberty County, Montana, United States",30051,Liberty County,Montana
"Lincoln County, Montana, United States",30053,Lincoln County,Montana
"McCone County, Montana, United States",30055,McCone County,Montana
"Madison County, Montana, United States",30057,Madison County,Montana
"Meagher County, Montana, United States",30059,Meagher County,Montana
"Mineral County, Montana, United States",30061,Mineral County,Montana
"Missoula County, Montana, United States",30063,Missoula County,Montana
"Musselshell County, Montana, United States",30065,Musselshell County,Montana
"Park County, Montana, United States",30067,Park County,Montana
"Petroleum County, Montana, United States",30069,Petroleum County,Montana
"Phillips County, Montana, United States",30071,Phillips County,Montana
"Pondera County, Montana, United States",30073,Pondera County,Montana
"Powder River County, Montana, United States",30075,Powder River County,Montana
"Powell County, Montana, United States",30077,Powell County,Montana
"Prairie County, Montana, United States",30079,Prairie County,Montana
"Ravalli County, Montana, United States",30081,Ravalli County,Montana
"Richland County, Montana, United States",30083,Richland County,Montana
"Roosevelt County, Montana, United States",30085,Roosevelt County,Montana
"Rosebud County, Montana, United States",30087,Rosebud County,Montana
"Sanders County, Montana, United States",30089,Sanders County,Montana
"Sheridan County, Montana, United States",30091,Sheridan County,Montana
"Silver Bow County, Montana, United States",30093,Silver Bow County,Montana
"Stillwater County, Montana, United States",30095,Stillwater County,Montana
"Sweet Grass County, Montana, United States",30097,Sweet Grass County,Montana
"Teton County, Montana, United States",30099,Teton County,Montana
"Toole County, Montana, United States",30101,Toole County,Montana
"Treasure County, Montana, United States",30103,Treasure County,Montana
"Valley County, Montana, United States",30105,Valley County,Montana
"Wheatland County, Montana, United States",30107,Wheatland County,Montana
"Wibaux County, Montana, United States",30109,Wibaux County,Montana
"Yellowstone County, Montana, United States",30111,Yellowstone County,Montana
"Adams County, Nebraska, United States",31001,Adams County,Nebraska
"Antelope County, Nebraska, United States",31003,Antelope County,Nebraska
"Arthur County, Nebraska, United States",31005,Arthur County,Nebraska
"Banner County, Nebraska, United States",31007,Banner County,Nebraska
"Blaine County, Nebraska, United States",31009,Blaine County,Nebraska
"Boone County, Nebraska, United States",31011,Boone County,Nebraska
"Box Butte County, Nebraska, United States",31013,Box Butte County,Nebraska
"Boyd County, Nebraska, United States",31015,Boyd County,Nebraska
"Brown County, Nebraska, United States",31017,Brown County,Nebraska
"Buffalo County, Nebraska, United States",31019,Buffalo County,Nebraska
"Burt County, Nebraska, United States",31021,Burt County,Nebraska
"Butler County, Nebraska, United States",31023,Butler County,Nebraska
"Cass County, Nebraska, United States",31025,Cass County,Nebraska
"Cedar County, Nebraska, United States",31027,Cedar County,Nebraska
"Chase County, Nebraska, United States",31029,Chase County,Nebraska
"Cherry County, Nebraska, United States",31031,Cherry County,Nebraska
"Cheyenne County, Nebraska, United States",31033,Cheyenne County,Nebraska
"Clay County, Nebraska, United States",31035,Clay County,Nebraska
"Colfax County, Nebraska, United States",31037,Colfax County,Nebraska
"Cuming County, Nebraska, United States",31039,Cuming County,Nebraska
"Custer County, Nebraska, United States",31041,Custer County,Nebraska
"Dakota County, Nebraska, United States",31043,Dakota County,Nebraska
"Dawes County, Nebraska, United States",31045,Dawes County,Nebraska
"Dawson County, Nebraska, United States",31047,Dawson County,Nebraska
"Deuel County, Nebraska, United States",31049,Deuel County,Nebraska
"Dixon County, Nebraska, United States",31051,Dixon County,Nebraska
"Dodge County, Nebraska, United States",31053,Dodge County,Nebraska
"Douglas County, Nebraska, United States",31055,Douglas County,Nebraska
"Dundy County, Nebraska, United States",31057,Dundy County,Nebraska
"Fillmore County, Nebraska, United States",31059,Fillmore County,Nebraska
"Franklin County, Nebraska, United States",31061,Franklin County,Nebraska
"Frontier County, Nebraska, United States",31063,Frontier County,Nebraska
"Furnas County, Nebraska, United States",31065,Furnas County,Nebraska
"Gage County, Nebraska, United States",31067,Gage County,Nebraska
"Garden County, Nebraska, United States",31069,Garden County,Nebraska
"Garfield County, Nebraska, United States",31071,Garfield County,Nebraska
"Gosper County, Nebraska, United States",31073,Gosper County,Nebraska
"Grant County, Nebraska, United States",31075,Grant County,Nebraska
"Greeley County, Nebraska, United States",31077,Greeley County,Nebraska
"Hall County, Nebraska, United States",31079,Hall County,Nebraska
"Hamilton County, Nebraska, United States",31081,Hamilton County,Nebraska
"Harlan County, Nebraska, United States",31083,Harlan County,Nebraska
"Hayes County, Nebraska, United States",31085,Hayes County,Nebraska
"Hitchcock County, Nebraska, United States",31087,Hitchcock County,Nebraska
"Holt County, Nebraska, United States",31089,Holt County,Nebraska
"Hooker County, Nebraska, United States",31091,Hooker County,Nebraska
"Howard County, Nebraska, United States",31093,Howard County,Nebraska
"Jefferson County, Nebraska, United States",31095,Jefferson County,Nebraska
"Johnson County, Nebraska, United States",31097,Johnson County,Nebraska
"Kearney County, Nebraska, United States",31099,Kearney County,Nebraska
"Keith County, Nebraska, United States",31101,Keith County,Nebraska
"Keya Paha County, Nebraska, United States",31103,Keya Paha County,Nebraska
"Kimball County, Nebraska, United States",31105,Kimball County,Nebraska
"Knox County, Nebraska, United States",31107,Knox County,Nebraska
"Lancaster County, Nebraska, United States",31109,Lancaster County,Nebraska
"Lincoln County, Nebraska, United States",31111,Lincoln County,Nebraska
"Logan County, Nebraska, United States",31113,Logan County,Nebraska
"Loup County, Nebraska, United States",31115,Loup County,Nebraska
"McPherson County, Nebraska, United States",31117,McPherson County,Nebraska
"Madison County, Nebraska, United States",31119,Madison County,Nebraska
"Merrick County, Nebraska, United States",31121,Merrick County,Nebraska
"Morrill County, Nebraska, United States",31123,Morrill County,Nebraska
"Nance County, Nebraska, United States",31125,Nance County,Nebraska
"Nemaha County, Nebraska, United States",31127,Nemaha County,Nebraska
"Nuckolls County, Nebraska, United States",31129,Nuckolls County,Nebraska
"Otoe County, Nebraska, United States",31131,Otoe County,Nebraska
"Pawnee County, Nebraska, United States",31133,Pawnee County,Nebraska
"Perkins County, Nebraska, United States",31135,Perkins County,Nebraska
"Phelps County, Nebraska, United States",31137,Phelps County,Nebraska
"Pierce County, Nebraska, United States",31139,Pierce County,Nebraska
"Platte County, Nebraska, United States",31141,Platte County,Nebraska
"Polk County, Nebraska, United States",31143,Polk County,Nebraska
"Red Willow County, Nebraska, United States",31145,Red Willow County,Nebraska
"Richardson County, Nebraska, United States",31147,Richardson County,Nebraska
"Rock County, Nebraska, United States",31149,Rock County,Nebraska
"Saline County, Nebraska, United States",31151,Saline County,Nebraska
"Sarpy County, Nebraska, United States",31153,Sarpy County,Nebraska
"Saunders County, Nebraska, United States",31155,Saunders County,Nebraska
"Scotts Bluff County, Nebraska, United States",31157,Scotts Bluff County,Nebraska
"Seward County, Nebraska, United States",31159,Seward County,Nebraska
"Sheridan County, Nebraska, United States",31161,Sheridan County,Nebraska
"Sherman County, Nebraska, United States",31163,Sherman County,Nebraska
"Sioux County, Nebraska, United States",31165,Sioux County,Nebraska
"Stanton County, Nebraska, United States",31167,Stanton County,Nebraska
"Thayer County, Nebraska, United States",31169,Thayer County,Nebraska
"Thomas County, Nebraska, United States",31171,Thomas County,Nebraska
"Thurston County, Nebraska, United States",31173,Thurston County,Nebraska
"Valley County, Nebraska, United States",31175,Valley County,Nebraska
"Washington County, Nebraska, United States",31177,Washington County,Nebraska
"Wayne County, Nebraska, United States",31179,Wayne County,Nebraska
"Webster County, Nebraska, United States",31181,Webster County,Nebraska
"Wheeler County, Nebraska, United States",31183,Wheeler County,Nebraska
"York County, Nebraska, United States",31185,York County,Nebraska
"Churchill County, Nevada, United States",32001,Churchill County,Nevada
"Clark County, Nevada, United States",32003,Clark County,Nevada
"Douglas County, Nevada, United States",32005,Douglas County,Nevada
"Elko County, Nevada, United States",32007,Elko County,Nevada
"Esmeralda County, Nevada, United States",32009,Esmeralda County,Nevada
"Eureka County, Nevada, United States",32011,Eureka County,Nevada
"Humboldt County, Nevada, United States",32013,Humboldt County,Nevada
"Lander County, Nevada, United States",32015,Lander County,Nevada
"Lincoln County, Nevada, United States",32017,Lincoln County,Nevada
"Lyon County, Nevada, United States",32019,Lyon County,Nevada
"Mineral County, Nevada, United States",32021,Mineral County,Nevada
"Nye County, Nevada, United States",32023,Nye County,Nevada
"Pershing County, Nevada, United States",32027,Pershing County,Nevada
"Storey County, Nevada, United States",32029,Storey County,Nevada
"White Pine County, Nevada, United States",32033,White Pine County,Nevada
"Carson City, Nevada, United States",32510,Carson City,Nevada
"Belknap County, New Hampshire, United States",33001,Belknap County,New Hampshire
"Carroll County, New Hampshire, United States",33003,Carroll County,New Hampshire
"Cheshire County, New Hampshire, United States",33005,Cheshire County,New Hampshire
"Coos County, New Hampshire, United States",33007,Coos County,New Hampshire
"Grafton County, New Hampshire, United States",33009,Grafton County,New Hampshire
"Hillsborough County, New Hampshire, United States",33011,Hillsborough County,New Hampshire
"Merrimack County, New Hampshire, United States",33013,Merrimack County,New Hampshire
"Rockingham County, New Hampshire, United States",33015,Rockingham County,New Hampshire
"Strafford County, New Hampshire, United States",33017,Strafford County,New Hampshire
"Sullivan County, New Hampshire, United States",33019,Sullivan County,New Hampshire
"Atlantic County, New Jersey, United States",34001,Atlantic County,New Jersey
"Bergen County, New Jersey, United States",34003,Bergen County,New Jersey
"Burlington County, New Jersey, United States",34005,Burlington County,New Jersey
"Camden County, New Jersey, United States",34007,Camden County,New Jersey
"Cape May County, New Jersey, United States",34009,Cape May County,New Jersey
"Cumberland County, New Jersey, United States",34011,Cumberland County,New Jersey
"Essex County, New Jersey, United States",34013,Essex County,New Jersey
"Gloucester County, New Jersey, United States",34015,Gloucester County,New Jersey
"Hudson County, New Jersey, United States",34017,Hudson County,New Jersey
"Hunterdon County, New Jersey, United States",34019,Hunterdon County,New Jersey
"Mercer County, New Jersey, United States",34021,Mercer County,New Jersey
"Middlesex County, New Jersey, United States",34023,Middlesex County,New Jersey
"Monmouth County, New Jersey, United States",34025,Monmouth County,New Jersey
"Morris County, New Jersey, United States",34027,Morris County,New Jersey
"Ocean County, New Jersey, United States",34029,Ocean County,New Jersey
"Passaic County, New Jersey, United States",34031,Passaic County,New Jersey
"Salem County, New Jersey, United States",34033,Salem County,New Jersey
"Somerset County, New Jersey, United States",34035,Somerset County,New Jersey
"Sussex County, New Jersey, United States",34037,Sussex County,New Jersey
"Union County, New Jersey, United States",34039,Union County,New Jersey
"Warren County, New Jersey, United States",34041,Warren County,New Jersey
"Bernalillo County, New Mexico, United States",35001,Bernalillo County,New Mexico
"Catron County, New Mexico, United States",35003,Catron County,New Mexico
"Chaves County, New Mexico, United States",35005,Chaves County,New Mexico
"Cibola County, New Mexico, United States",35006,Cibola County,New Mexico
"Colfax County, New Mexico, United States",35007,Colfax County,New Mexico
"Curry County, New Mexico, United States",35009,Curry County,New Mexico
"De Baca County, New Mexico, United States",35011,De Baca County,New Mexico
"Doña Ana County, New Mexico, United States",35013,Doña Ana County,New Mexico
"Eddy County, New Mexico, United States",35015,Eddy County,New Mexico
"Grant County, New Mexico, United States",35017,Grant County,New Mexico
"Guadalupe County, New Mexico, United States",35019,Guadalupe County,New Mexico
"Harding County, New Mexico, United States",35021,Harding County,New Mexico
"Hidalgo County, New Mexico, United States",35023,Hidalgo County,New Mexico
"Lea County, New Mexico, United States",35025,Lea County,New Mexico
"Lincoln County, New Mexico, United States",35027,Lincoln County,New Mexico
"Los Alamos County, New Mexico, United States",35028,Los Alamos County,New Mexico
"Luna County, New Mexico, United States",35029,Luna County,New Mexico
"McKinley County, New Mexico, United States",35031,McKinley County,New Mexico
"Mora County, New Mexico, United States",35033,Mora County,New Mexico
"Otero County, New Mexico, United States",35035,Otero County,New Mexico
"Quay County, New Mexico, United States",35037,Quay County,New Mexico
"Rio Arriba County, New Mexico, United States",35039,Rio Arriba County,New Mexico
"Roosevelt County, New Mexico, United States",35041,Roosevelt County,New Mexico
"Sandoval County, New Mexico, United States",35043,Sandoval County,New Mexico
"San Juan County, New Mexico, United States",35045,San Juan County,New Mexico
"San Miguel County, New Mexico, United States",35047,San Miguel County,New Mexico
"Santa Fe County, New Mexico, United States",35049,Santa Fe County,New Mexico
"Sierra County, New Mexico, United States",35051,Sierra County,New Mexico
"Socorro County, New Mexico, United States",35053,Socorro County,New Mexico
"Taos County, New Mexico, United States",35055,Taos County,New Mexico
"Torrance County, New Mexico, United States",35057,Torrance County,New Mexico
"Union County, New Mexico, United States",35059,Union County,New Mexico
"Valencia County, New Mexico, United States",35061,Valencia County,New Mexico
"Albany County, New York, United States",36001,Albany County,New York
"Allegany County, New York, United States",36003,Allegany County,New York
"Bronx County, New York, United States",36005,Bronx County,New York
"Broome County, New York, United States",36007,Broome County,New York
"Cattaraugus County, New York, United States",36009,Cattaraugus County,New York
"Cayuga County, New York, United States",36011,Cayuga County,New York
"Chautauqua County, New York, United States",36013,Chautauqua County,New York
"Chemung County, New York, United States",36015,Chemung County,New York
"Chenango County, New York, United States",36017,Chenango County,New York
"Clinton County, New York, United States",36019,Clinton County,New York
"Columbia County, New York, United States",36021,Columbia County,New York
"Cortland County, New York, United States",36023,Cortland County,New York
"Delaware County, New York, United States",36025,Delaware County,New York
"Dutchess County, New York, United States",36027,Dutchess County,New York
"Erie County, New York, United States",36029,Erie County,New York
"Essex County, New York, United States",36031,Essex County,New York
"Franklin County, New York, United States",36033,Franklin County,New York
"Fulton County, New York, United States",36035,Fulton County,New York
"Genesee County, New York, United States",36037,Genesee County,New York
"Greene County, New York, United States",36039,Greene County,New York
"Hamilton County, New York, United States",36041,Hamilton County,New York
"Herkimer County, New York, United States",36043,Herkimer County,New York
"Jefferson County, New York, United States",36045,Jefferson County,New York
"Kings County, New York, United States",36047,Kings County,New York
"Lewis County, New York, United States",36049,Lewis County,New York
"Livingston County, New York, United States",36051,Livingston County,New York
"Madison County, New York, United States",36053,Madison County,New York
"Monroe County, New York, United States",36055,Monroe County,New York
"Montgomery County, New York, United States",36057,Montgomery County,New York
"Nassau County, New York, United States",36059,Nassau County,New York
"New York County, New York, United States",36061,New York County,New York
"Niagara County, New York, United States",36063,Niagara County,New York
"Oneida County, New York, United States",36065,Oneida County,New York
"Onondaga County, New York, United States",36067,Onondaga County,New York
"Ontario County, New York, United States",36069,Ontario County,New York
"Orange County, New York, United States",36071,Orange County,New York
"Orleans County, New York, United States",36073,Orleans County,New York
"Oswego County, New York, United States",36075,Oswego County,New York
"Otsego County, New York, United States",36077,Otsego County,New York
"Putnam County, New York, United States",36079,Putnam County,New York
"Queens County, New York, United States",36081,Queens County,New York
"Rensselaer County, New York, United States",36083,Rensselaer County,New York
"Richmond County, New York, United States",36085,Richmond County,New York
"Rockland County, New York, United States",36087,Rockland County,New York
"St. Lawrence County, New York, United States",36089,St. Lawrence County,New York
"Saratoga County, New York, United States",36091,Saratoga County,New York
"Schenectady County, New York, United States",36093,Schenectady County,New York
"Schoharie County, New York, United States",36095,Schoharie County,New York
"Schuyler County, New York, United States",36097,Schuyler County,New York
"Seneca County, New York, United States",36099,Seneca County,New York
"Steuben County, New York, United States",36101,Steuben County,New York
"Suffolk County, New York, United States",36103,Suffolk County,New York
"Sullivan County, New York, United States",36105,Sullivan County,New York
"Tioga County, New York, United States",36107,Tioga County,New York
"Tompkins County, New York, United States",36109,Tompkins County,New York
"Ulster County, New York, United States",36111,Ulster County,New York
"Warren County, New York, United States",36113,Warren County,New York
"Washington County, New York, United States",36115,Washington County,New York
"Wayne County, New York, United States",36117,Wayne County,New York
"Westchester County, New York, United States",36119,Westchester County,New York
"Wyoming County, New York, United States",36121,Wyoming County,New York
"Yates County, New York, United States",36123,Yates County,New York
"Alamance County, North Carolina, United States",37001,Alamance County,North Carolina
"Alexander County, North Carolina, United States",37003,Alexander County,North Carolina
"Alleghany County, North Carolina, United States",37005,Alleghany County,North Carolina
"Anson County, North Carolina, United States",37007,Anson County,North Carolina
"Ashe County, North Carolina, United States",37009,Ashe County,North Carolina
"Avery County, North Carolina, United States",37011,Avery County,North Carolina
"Beaufort County, North Carolina, United States",37013,Beaufort County,North Carolina
"Bertie County, North Carolina, United States",37015,Bertie County,North Carolina
"Bladen County, North Carolina, United States",37017,Bladen County,North Carolina
"Brunswick County, North Carolina, United States",37019,Brunswick County,North Carolina
