fips,zip,pop_prop,hrrnum,cbsa_id,population,state_id
1025,36436,0.014480906000000002,6.0,,342.067961532,al
1025,36446,0.018373623000000002,6.0,,434.02172250600006,al
1025,36451,0.16855463399999998,6.0,,3981.5975643479997,al
1025,36482,0.022305267,6.0,,526.895017074,al
1025,36524,0.048853595,6.0,,1154.01962109,al
1025,36540,0.027093307999999997,6.0,,639.9981215759999,al
1025,36545,0.39043948799999995,6.0,,9222.961585535999,al
1025,36727,0.000233563,6.0,,5.517225186,al
1025,36751,0.022772393,6.0,,537.929467446,al
1025,36784,0.28689322300000003,6.0,,6776.991713706001,al
1027,35082,0.0,1.0,,0.0,al
1027,36251,0.395044791,1.0,,5228.417808885,al
1027,36255,0.070292955,1.0,,930.3272594250001,al
1027,36258,0.107900896,1.0,,1428.06835856,al
1027,36266,0.42579291399999997,1.0,,5635.36921679,al
1027,36267,0.000968445,1.0,,12.817369574999999,al
1029,36262,0.09841379300000001,1.0,,1467.3496536300001,al
1029,36264,0.587793103,1.0,,8763.995165729999,al
1029,36269,0.105862069,148.0,,1578.40344879,al
1029,36273,0.207931034,144.0,,3100.25171694,al
1031,36311,0.049856765,2.0,,2609.6027936299997,al
1031,36323,0.14341854,2.0,,7506.813220680001,al
1031,36330,0.672230792,2.0,,35185.904114864,al
1031,36346,0.027379902999999997,2.0,,1433.118882826,al
1031,36351,0.062619362,2.0,,3277.622645804,al
1031,36453,0.044494637999999996,2.0,,2328.9383421959997,al
1033,35616,0.069243551,1.0,22520.0,3825.083000791,al
1033,35646,0.089391593,1.0,22520.0,4938.0809889130005,al
1033,35660,0.169681635,1.0,22520.0,9373.383199034999,al
1033,35661,0.318762038,1.0,22520.0,17608.733741158,al
1033,35674,0.35292118299999997,1.0,22520.0,19495.719070102998,al
1035,36401,0.647735442,7.0,,7816.223578614,al
1035,36432,0.177570093,134.0,,2142.7383122310002,al
1035,36454,0.003115265,134.0,,37.591902755,al
1035,36473,0.00167745,134.0,,20.24178915,al
1035,36475,0.169901749,6.0,,2050.204405183,al
1037,35072,0.44252821700000006,1.0,,4718.6783778710005,al
1037,35089,0.183656885,1.0,,1958.3333647549998,al
1037,35136,0.18744921,1.0,,1998.77092623,al
1037,35183,0.09589164800000001,1.0,,1022.4926426240002,al
1037,36026,0.09047404099999999,7.0,,964.7246991829999,al
1039,36028,0.043521215,134.0,,1612.417494535,al
1039,36038,0.001221922,134.0,,45.270988178,al
1039,36420,0.269576747,134.0,,9987.548899603,al
1039,36421,0.256369592,134.0,,9498.237014007998,al
1039,36442,0.077605033,134.0,,2875.188867617,al
1039,36455,0.006499584,134.0,,240.803087616,al
1039,36467,0.253977745,2.0,,9409.621474504998,al
1039,36474,0.080568844,134.0,,2984.995101356,al
1039,36476,0.00046797,134.0,,17.337820530000002,al
1039,36483,0.010191348000000001,134.0,,377.579252052,al
1041,36009,0.17012696,7.0,,2342.98849312,al
1041,36041,0.104630321,7.0,,1440.968780812,al
1041,36042,0.132486931,7.0,,1824.610013732,al
1041,36046,0.10552651199999999,7.0,,1453.311123264,al
1041,36049,0.45309932799999997,7.0,,6240.083945216,al
1041,36071,0.034129948,7.0,,470.037643856,al
1043,35019,0.02467621,1.0,,2067.0767592800003,al
1043,35033,0.038507777,1.0,,3225.719463736,al
1043,35053,0.031220177,1.0,,2615.2517869360004,al
1043,35055,0.25883373600000004,1.0,,21681.984397248005,al
1043,35057,0.16783788800000002,1.0,,14059.444201984,al
1043,35058,0.114445064,1.0,,9586.834121152,al
1043,35070,0.00319762,1.0,,267.85823216,al
1043,35077,0.16789985699999999,1.0,,14064.635221175999,al
1043,35083,0.041556671,1.0,,3481.119216328,al
1043,35087,0.027923406,5.0,,2339.087873808,al
1043,35098,0.013236661,1.0,,1108.808618648,al
1043,35179,0.110664932,1.0,,9270.180023776,al
1045,36322,0.222418294,2.0,,10936.752352567999,al
1045,36350,0.16022046,2.0,,7878.36045912,al
1045,36360,0.46212048,2.0,,22723.38824256,al
1045,36362,0.124105589,2.0,,6102.520022308,al
1045,36371,0.014431445,2.0,,709.62301354,al
1045,36374,0.016703732,2.0,,821.355909904,al
1047,36701,0.512351173,1.0,,19057.414230907998,al
1047,36703,0.324762477,1.0,,12079.865094492,al
1047,36758,0.032591702,1.0,,1212.280947592,al
1047,36759,0.043415514,1.0,,1614.883458744,al
1047,36761,0.021262778,1.0,,790.890290488,al
1047,36767,0.035021046,1.0,,1302.642827016,al
1047,36773,0.010414913,1.0,,387.393103948,al
1047,36775,0.020180397,1.0,,750.6300468119999,al
1049,35962,0.15179938699999998,1.0,,10855.629562531,al
1049,35963,0.018169347,1.0,,1299.344512011,al
1049,35967,0.26118236300000003,1.0,,18677.934325219,al
1049,35968,0.073124043,1.0,,5229.319687059,al
1049,35971,0.086587545,1.0,,6192.135105585,al
1049,35974,0.024151352999999997,1.0,,1727.1357070889999,al
1049,35975,0.007385784,1.0,,528.179571192,al
1049,35978,0.07639420599999999,1.0,,5463.1788536779995,al
1049,35979,0.025650842000000004,373.0,,1834.3686639460002,al
1049,35981,0.02967075,373.0,,2121.84434475,al
1049,35984,0.025092522000000003,1.0,,1794.4415257860003,al
1049,35986,0.129689893,1.0,,9274.513318109,al
1049,35988,0.03496682,1.0,,2500.5821986600004,al
1049,35989,0.056135145,1.0,,4014.3926243849996,al
1051,36020,0.011460365,7.0,33860.0,930.684781285,al
1051,36022,0.139279569,7.0,33860.0,11310.754518921,al
1051,36024,0.056693817,7.0,33860.0,4604.048184753,al
1051,36025,0.077503728,7.0,33860.0,6294.000247151999,al
1051,36054,0.184467133,7.0,33860.0,14980.391403797,al
1051,36078,0.151175863,7.0,33860.0,12276.840658367,al
1051,36080,0.023907308,7.0,33860.0,1941.4885753719998,al
