fips,hhs
49037,8
49039,8
49041,8
49043,8
49045,8
49047,8
49049,8
49051,8
49053,8
49055,8
49057,8
50001,1
50003,1
50005,1
50007,1
50009,1
50011,1
50013,1
50015,1
50017,1
50019,1
50021,1
50023,1
50025,1
50027,1
51001,3
51003,3
51005,3
51007,3
51009,3
51011,3
51013,3
51015,3
51017,3
51019,3
51021,3
51023,3
51025,3
51027,3
51029,3
51031,3
51033,3
51035,3
51036,3
51037,3
51041,3
51043,3
51045,3
51047,3
51049,3
51051,3
51053,3
51057,3
51059,3
51061,3
51063,3
51065,3
51067,3
51069,3
51071,3
51073,3
51075,3
51077,3
51079,3
51081,3
51083,3
51085,3
51087,3
51089,3
51091,3
51093,3
51095,3
51097,3
51099,3
51101,3
51103,3
51105,3
51107,3
51109,3
51111,3
51113,3
51115,3
51117,3
51119,3
51121,3
51125,3
51127,3
51131,3
51133,3
51135,3
51137,3
51139,3
51141,3
51143,3
51145,3
51147,3
51149,3
51153,3
51155,3
51157,3
51159,3
51161,3
51163,3
51165,3
51167,3
51169,3
51171,3
51173,3
51175,3
51177,3
51179,3
51181,3
51183,3
51185,3
51187,3
51191,3
51193,3
51195,3
51197,3
51199,3
51510,3
51520,3
51530,3
51540,3
51550,3
51570,3
51580,3
51590,3
51595,3
51600,3
51610,3
51620,3
51630,3
51640,3
51650,3
51660,3
51670,3
51678,3
51680,3
51683,3
51685,3
51690,3
51700,3
51710,3
51720,3
51730,3
51735,3
51740,3
51750,3
51760,3
51770,3
51775,3
51790,3
51800,3
51810,3
51820,3
51830,3
51840,3
53001,10
53003,10
53005,10
53007,10
53009,10
53011,10
53013,10
53015,10
53017,10
53019,10
53021,10
53023,10
53025,10
53027,10
53029,10
53031,10
53033,10
53035,10
53037,10
53039,10
53041,10
53043,10
53045,10
53047,10
53049,10
53051,10
53053,10
53055,10
53057,10
53059,10
53061,10
53063,10
53065,10
53067,10
53069,10
53071,10
53073,10
53075,10
53077,10
54001,3
54003,3
54005,3
54007,3
54009,3
54011,3
54013,3
54015,3
54017,3
54019,3
54021,3
54023,3
54025,3
54027,3
54029,3
54031,3
54033,3
54035,3
54037,3
54039,3
54041,3
54043,3
54045,3
54047,3
54049,3
54051,3
54053,3
54055,3
54057,3
54059,3
54061,3
54063,3
54065,3
54067,3
54069,3
54071,3
54073,3
54075,3
54077,3
54079,3
54081,3
54083,3
54085,3
54087,3
54089,3
54091,3
54093,3
54095,3
54097,3
54099,3
54101,3
54103,3
54105,3
54107,3
54109,3
55001,5
55003,5
55005,5
55007,5
55009,5
55011,5
55013,5
55015,5
55017,5
55019,5
55021,5
55023,5
55025,5
55027,5
55029,5
55031,5
55033,5
55035,5
55037,5
55039,5
55041,5
55043,5
55045,5
55047,5
55049,5
55051,5
55053,5
55055,5
55057,5
55059,5
55061,5
55063,5
55065,5
55067,5
55069,5
55071,5
55073,5
55075,5
55077,5
55078,5
55079,5
55081,5
55083,5
55085,5
55087,5
55089,5
55091,5
55093,5
55095,5
55097,5
55099,5
55101,5
55103,5
55105,5
55107,5
55109,5
55111,5
55113,5
55115,5
55117,5
55119,5
55121,5
55123,5
55125,5
55127,5
55129,5
55131,5
55133,5
55135,5
55137,5
55139,5
55141,5
56001,8
56003,8
56005,8
56007,8
56009,8
56011,8
56013,8
56015,8
56017,8
56019,8
56021,8
56023,8
56025,8
56027,8
56029,8
56031,8
56033,8
56035,8
56037,8
56039,8
56041,8
56043,8
56045,8
70002,9
70003,9
72001,2
72003,2
72005,2
72007,2
72009,2
72011,2
72013,2
72015,2
72017,2
72019,2
72021,2
72023,2
72025,2
72027,2
72029,2
72031,2
72033,2
72035,2
72037,2
72039,2
72041,2
72043,2
72045,2
72047,2
72049,2
72051,2
72053,2
72054,2
72055,2
72057,2
72059,2
72061,2
72063,2
72065,2
72067,2
72069,2
72071,2
72073,2
72075,2
72077,2
72079,2
72081,2
72083,2
72085,2
72087,2
72089,2
72091,2
72093,2
72095,2
72097,2
72099,2
72101,2
72103,2
72105,2
72107,2
72109,2
72111,2
72113,2
72115,2
72117,2
72119,2
72121,2
72123,2
72125,2
72127,2
72129,2
72131,2
72133,2
72135,2
72137,2
72139,2
72141,2
72143,2
72145,2
72147,2
72149,2
72151,2
72153,2
60010,9
60020,9
60030,9
60040,9
60050,9
66010,9
78010,2
78020,2
78030,2
69085,9
69100,9
69110,9
69120,9
78000,2
33000,1
09000,1
32000,9
04000,9
30000,8
15000,9
69000,9
25000,1
19000,7
01000,4
51000,3
41000,10
66000,9
22000,6
06000,9
39000,5
38000,8
53000,10
12000,4
46000,8
17000,5
48000,6
34000,2
08000,8
36000,2
40000,6
47000,4
49000,8
45000,4
55000,5
11000,3
02000,10
72000,2
23000,1
16000,10
44000,1
54000,3
10000,3
21000,4
28000,4
18000,5
05000,6
56000,8
24000,3
50000,1
37000,4
20000,7
31000,7
29000,7
27000,5
13000,4
42000,3
35000,6
60000,9
26000,5
70000,9
