safegraph_brand_id,brand_name,parent_safegraph_brand_id,naics_code,top_category,sub_category,stock_symbol,stock_exchange
SG_BRAND_02a28721f6f21182d697d2944f3c25da,Cicis,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_d107089fe2c5e07b24ba1fe05b03e559,Cincinnati Bell,"",517911,Other Telecommunications,Telecommunications Resellers,CBB,NYSE
SG_BRAND_3e83dfb420f261060adf01a8f7a92c3e,CineArts,SG_BRAND_8db0ffdb473ce49c,512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),CNK,NYSE
SG_BRAND_a45f67cbccd443db,Cinebarre,SG_BRAND_e47221f86f8daf82,512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),CINE,LON
SG_BRAND_179679658aff8ad3,Cinema Cafe,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_47f43363c1a09a12,Cinema West,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_d71d8c1d8fafc4a,Cinemagic Stadium Theaters,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_83114d418ebaa064,Cinemark Theatres,SG_BRAND_8db0ffdb473ce49c,512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),CNK,NYSE
SG_BRAND_8db0ffdb473ce49c,Cinemark Theatres inc,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),CNK,NYSE
SG_BRAND_3db9401174aad31a,Cineplex,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),CPXGF,OTCMKTS
SG_BRAND_21e05a5002b59c090bd6671bd4ad3863,Cinnabon,SG_BRAND_3626cf91f0dde442,722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_5a3545caf3651628,Cinnaholic,"",311811,Bakeries and Tortilla Manufacturing,Retail Bakeries,"",""
SG_BRAND_48a7b93f9c5dd8a4572ebb15077d597f,CinéBistro,SG_BRAND_d936b4a580aee6bf316fb2e71c832510,512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_cef9f05a49756a852ce6da59a0b210eb,Cinépolis,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_7bf2e0dbc299067e,Circle A Food Mart,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_4cbffa4318cebdb09227afca3fe16846,Circle K,SG_BRAND_34b9037f0ff5aae3,445120,Grocery Stores,Convenience Stores,ANCUF,OTCMKTS
SG_BRAND_390d3d6d9041fdfdac272667ae49187c,Circuit City,"",423610,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","",""
SG_BRAND_8ac632e264cde62c,CircusTrix,"",713990,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"",""
SG_BRAND_7c5460a754eed20d94ec7348d148e8a4,CITGO,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_4c267c1630be9746,Citi Trends,"",452210,Department Stores,Department Stores,CTRN,NASDAQ
SG_BRAND_f18df0996f4a2ce4365c0873ed2c90d3,Citibank,"",522110,Depository Credit Intermediation,Commercial Banking,C,NYSE
SG_BRAND_549ffe46e1ae90c72c4cb6dadeb884ba,CitiFinancial,"",522298,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,"",""
SG_BRAND_f58dee45923c7d70f0bf747fee3f4b97,Citizens Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CFG,NYSE
SG_BRAND_59705902a5de6b87,Citizens Bank Indiana,"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_6cd11dbee859dc8eff50e766811a7ba6,Citizens of Humanity,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_2049647531a7761b8bf87eefebc2046a,Citizens Trust Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CZBS,OTCMKTS
SG_BRAND_6e539e9d709ef2c8,City Bank Texas,"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_4a0eee888fbfaa8c,City Barbeque,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_54d42cf52041f247,City Convenience,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_ba17da2ac6bf60f9aae4e9184a54fd9d,City Furniture,"",442110,Furniture Stores,Furniture Stores,"",""
SG_BRAND_4408b345220f10dc,City Gear,"",452210,Department Stores,Department Stores,"",""
SG_BRAND_321f289ce391a187a471ffdb0ada092c,City Looks Salons,SG_BRAND_016d2c38631de45e,812112,Personal Care Services,Beauty Salons,RGS,NYSE
SG_BRAND_2498ae44737bcc4f1b56b2b3572d4445,City Market,SG_BRAND_1f852a23da4b7250,312120,Beverage Manufacturing,Breweries,KR,NYSE
SG_BRAND_6c7e79c2627423b9a3d636acab345697,City Mattress,"",442110,Furniture Stores,Furniture Stores,"",""
SG_BRAND_1893312b738a8f53,City National Bank,"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_2b69939b1904debc,City Sports Club,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_06e704a47267ae1b,CityMD,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_c0df4bbabd3f8c58,"CKE Restaurant Holdings, Inc.","",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,CKR,NYSE
SG_BRAND_a876d34a7b91c754035dd0f35f4fe3f6,CKO Kickboxing,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_f87327d50c5c6f10bacf38d2644702fc,CLAAS,"",333111,"Agriculture, Construction, and Mining Machinery Manufacturing",Farm Machinery and Equipment Manufacturing,"",""
SG_BRAND_fc0b06f058ccbf668683d4be2a630d38,Claim Jumper Restaurants,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_773253c441b75634,Claire's,"",448190,Clothing Stores,Other Clothing Stores,"",""
SG_BRAND_f3fa6e6d550a3ade753f90094c3cf839,Clarins,"",446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","",""
SG_BRAND_85858a492d6aafd617f26f8998de6a71,Clarion,SG_BRAND_43d104f5bf19b83c,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,CHH,NYSE
SG_BRAND_c2f6bf295fb0dcdc3f6fd385ebc8eead,Clarisonic,"",325620,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",Toilet Preparation Manufacturing,"",""
SG_BRAND_7a1f4af0b6f3c32b,Clark's Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_014a719b7e64084e,Clark's Pump-n-Shop,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_2c0dd716742ea615,Clark's Rx,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_222d2cab36e5e7f7d9a08339db1b29e6,Clarks,SG_BRAND_038364e576c66156241f93a47bd3dc7a,448210,Shoe Stores,Shoe Stores,"",""
SG_BRAND_038364e576c66156241f93a47bd3dc7a,Clarks UK,"",316210,Footwear Manufacturing,Footwear Manufacturing,"",""
SG_BRAND_037307e7be2a963dbeb6e7c1eafff895,Clarkson Eyecare,"",621320,Offices of Other Health Practitioners,Offices of Optometrists,"",""
SG_BRAND_2aab5611589b2822,Claro's,"",445299,Specialty Food Stores,All Other Specialty Food Stores,"",""
SG_BRAND_a9e398c95ca1ad2a,Classic Cinemas,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_3cef97861195f39c,Classic Cleaners,"",812320,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),"",""
SG_BRAND_3895e3dcc52f3744,Clean Juice,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_10f744f0079a03f8,Clear Choice,"",621210,Offices of Dentists,Offices of Dentists,"",""
SG_BRAND_8c97a899311d1874,ClearChoiceMD,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_5778688562842d4a,Cleats,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_ee29546cfe755c13,Cleo,SG_BRAND_9d569b1231bd2263,812199,Personal Care Services,Other Personal Care Services,"",""
SG_BRAND_d4f0f11b99dc066f,Cleveland Clinic,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_30d762fe7557c39f,Clicks Billiards,"",713990,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,"",""
SG_BRAND_13808039af87819a,Cliff's Local Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_4a1983113e344ee6,Cliffs Check Cashing,"",522390,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,"",""
SG_BRAND_dba4fbfd239860b521d87651a0a44b04,Clinique,SG_BRAND_c8d730eddd8e2fe0d8840cc6f7fac45b,446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",EL,NYSE
SG_BRAND_39498543223c2996,Clipper Petroleum,"",424720,Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),"",""
SG_BRAND_68e8600a05174c81a9d58fbe284e0e11,Clopay,"",332321,Architectural and Structural Metals Manufacturing,Metal Window and Door Manufacturing,"",""
SG_BRAND_61c0104f83a4daa8833acd383385b5bd,Clothes Mentor,"",453310,Used Merchandise Stores,Used Merchandise Stores,"",""
SG_BRAND_de2dcd3eccd62421510b6eb404c8a1b5,Club Fitness,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_4198edce29c1cc19240565253d2b82fc,Club Metro USA,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_5e563793e00ae7876a212039a719f318,Club Monaco,SG_BRAND_790c6eabf25d3b854cd9c3ec7ead2fe5,448140,Clothing Stores,Family Clothing Stores,RL,NYSE
SG_BRAND_5fa25d11e985b8c72f25a2ac289a93f0,Club Pilates,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_6757822cca6f3165,Cluck-U Chicken,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_3874a628545efda1,CN Brown,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_4ca73eedcd36fd97,Co-op,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_a8cbabe59e3a59c537527f6020a63a04,Coach,"",448320,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,TPR,NYSE
SG_BRAND_64c7f989ce7fb270298fe1c3d426e000,Coast Dental,"",621210,Offices of Dentists,Offices of Dentists,"",""
SG_BRAND_1676d4ffeea80183,Coast Hotel,"",721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"",""
SG_BRAND_1b1972e7b18c20b4ecd18fe08d67476f,Coastal Farm and Ranch,"",452210,Department Stores,Department Stores,"",""
SG_BRAND_d936b4a580aee6bf316fb2e71c832510,Cobb Theatres,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_5ccfeac84f7e5b3c,Cobblestone Auto Spa,"",811191,Automotive Repair and Maintenance,Automotive Oil Change and Lubrication Shops,"",""
SG_BRAND_a9368d6ef4317958,Cobblestone Hotels,"",721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"",""
SG_BRAND_53e289c6675648ba,Cobblestone Inn & Suites,SG_BRAND_a9368d6ef4317958,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,"",""
SG_BRAND_ae857eaab7e71b080a4f1939cb05828e,Coborn's,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_59fedcb76a670e70,COBS Bread,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_99a772b5e4802c8c,Coco di Mama,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_cd36b1b651890098b1b10ab72c0a35fa,Coco's Bakery Restaurants,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_96f2cf3ee3e58944,Code 3 Emergency Room & Urgent Care,"",621493,Outpatient Care Centers,Freestanding Ambulatory Surgical and Emergency Centers,"",""
SG_BRAND_65f37f064eb12908,Cody's Original Roadhouse,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_2f522c31bdee43401dc46de356a6b73f,Coffee Beanery,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_c6df7a92ee39d2b13fa8bced76d7c749,Coffee Culture,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_4ef8cf88e3e64710,Coffee Cup Fuel Stops,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_784d5701ab6488c9,CoGo's,"",445120,Grocery Stores,Convenience Stores,"",""
SG_BRAND_8994a41b872b4310059292cdc1cf9950,Cohen’s Fashion Optical,"",621320,Offices of Other Health Practitioners,Offices of Optometrists,"",""
SG_BRAND_b6a5ab55619b29eb,Cohn Restaurant Group,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_d80916a3abfa82b,Cohoes,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_677f765d7f255c69e00500b3ceb29eff,Cold Stone Creamery,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_4513f2470e03b11bb6c3bc30bc835e28,Coldwater Creek,"",448120,Clothing Stores,Women's Clothing Stores,"",""
SG_BRAND_53a70ede37719e4c,Coldwell Banker,"",531210,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,"",""
SG_BRAND_984e8b62792a3f7d315410bae2477047,Cole Haan,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_9e41132e5c717608d763faa0de61a204,Cole Hersee,"",423610,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","",""
SG_BRAND_8a0e58f4de98d8c3039fd0bf50dd8602,Colonial Materials,SG_BRAND_825716a5d0abf460d1757065168afcb8,423320,Lumber and Other Construction Materials Merchant Wholesalers,"Brick, Stone, and Related Construction Material Merchant Wholesalers",GMS,NYSE
SG_BRAND_97456a6b8c54e93b01539f9826e3e567,Color Me Mine,"",611610,Other Schools and Instruction,Fine Arts Schools,"",""
SG_BRAND_f5a08f1896ab30bbeb15e822750d069e,Colorama Rental Center,"",532289,Consumer Goods Rental,All Other Consumer Goods Rental,"",""
SG_BRAND_6423e01f241f8af9f8c1c68222ec8c4e,Colortyme,SG_BRAND_9253e13a376344832320449173132b9d,532289,Consumer Goods Rental,All Other Consumer Goods Rental,RCII,NASDAQ
SG_BRAND_f5064e60e619fc11fa1168b727f29866,Colton's Steakhouse,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_e58f282768e86c3b0b9d301c98687525,Columbia Bank,"",522110,Depository Credit Intermediation,Commercial Banking,COLB,NASDAQ
SG_BRAND_e26a47c89f50e9f9206e4cec893a57c9,Columbia Sportswear,"",448190,Clothing Stores,Other Clothing Stores,COLM,NASDAQ
SG_BRAND_5b6664e29e3855655d53f5ad83637421,Comerica Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CMA,NYSE
SG_BRAND_bf68a4c828afbdf3ba44b1d1879eca11,Comet Cleaners,"",812320,Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),"",""
SG_BRAND_48d6696e48853d20a2288efdcfdec98a,ComForcare Senior Services,"",623312,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly,"",""
SG_BRAND_ff92e46aa39fabd07aa152fc013beab0,Comfort Dental,"",621210,Offices of Dentists,Offices of Dentists,"",""
SG_BRAND_004070295ea36aacb87aa0c8b643303c,Comfort Inn,SG_BRAND_43d104f5bf19b83c,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,CHH,NYSE
SG_BRAND_c552419a0a84dabfc592a331b124252f,Comfort Keepers,"",624120,Individual and Family Services,Services for the Elderly and Persons with Disabilities,"",""
SG_BRAND_7d6d5ffb4cbf34a3658e52d4ec66f2e0,Comfort Suites,SG_BRAND_43d104f5bf19b83c,721110,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,CHH,NYSE
SG_BRAND_786ca0df1b69d81e,Coming Attractions Theatres,"",512131,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),"",""
SG_BRAND_9a84fb28f609207a78b97485e6b4e36e,Commerce Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CBSH,NASDAQ
SG_BRAND_30efbcb99cb0ffd9,Common Cents,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_4bc55c30e696d18d0a971b7a84aa2ea2,Community Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CBU,NYSE
SG_BRAND_bdb566e32f987e4b861b3409d248dd39,Community Choice Financial,"",522291,Nondepository Credit Intermediation,Consumer Lending,CCFI,NASDAQ
SG_BRAND_55e396dcd003cef3,Community Financial Michigan,"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_53b7c7a8a368c2f5,Community Health MedCheck,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_1d31cef74a032132,Community Markets,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_cf1c5ecb980fb5,Community National Bank & Trust,"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_680c968da5fd62df,Community Pharmacy,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_994b93c3e84760be5b2238122f3a6064,CommunityAmerica,"",522130,Depository Credit Intermediation,Credit Unions,"",""
SG_BRAND_70099120e8f049592bbe54ecb0753066,Compare Foods Supermarkets,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_dd8cef50546027d5,Complete Care,"",621111,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),"",""
SG_BRAND_c4c6bd3f2b3b8146a7544065700755c4,Complete Nutrition,"",446191,Health and Personal Care Stores,Food (Health) Supplement Stores,"",""
SG_BRAND_7b6113c9da934fc76c871770a2f066af,Concentra,SG_BRAND_44a7d876ec26be342fe11b05f75c0f90,621493,Outpatient Care Centers,Freestanding Ambulatory Surgical and Emergency Centers,"",""
SG_BRAND_963f25243532b74ec4b9cd788525a785,Concord Pet Foods and Supplies,"",453910,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,"",""
SG_BRAND_4f8bf6ab2b09b779,Concord Rx,"",446110,Health and Personal Care Stores,Pharmacies and Drug Stores,"",""
SG_BRAND_3f717108cf5c69468cb3ed6bdaf2fa75,Conn's,"",443142,Electronics and Appliance Stores,Electronics Stores,CONN,NASDAQ
SG_BRAND_37c0a315bdf0466a,Connie's Pizza,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_a0ccd5fb65a3df0d5a340321693f0a16,ConocoPhillips,SG_BRAND_73ec7f2366612562515e7201b08b9d0b,447110,Gasoline Stations,Gasoline Stations with Convenience Stores,PSX,NYSE
SG_BRAND_8d1c9ed52acf93d1c9c763db5a7334bf,Conrad's Tire Express & Total Car Care,"",811111,Automotive Repair and Maintenance,General Automotive Repair,"",""
SG_BRAND_f53417e220ce4e2,Consumers National Bank,"",522110,Depository Credit Intermediation,Commercial Banking,CBKM,OTCMKTS
SG_BRAND_f62b1d7597deaf0f,Continental Credit,SG_BRAND_9fe8449289467279c329982bb06d75c2,522310,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,"",""
SG_BRAND_84573df983f6aec9,Continental Loans,SG_BRAND_9fe8449289467279c329982bb06d75c2,522310,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,"",""
SG_BRAND_c8ebcbd085cff8ad1eb9a05c32884732,Continental Tire,"",441310,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,"",""
SG_BRAND_dfb5ca581b7a54acf57bbc00281bba63,Convenient Care Association,"",812199,Personal Care Services,Other Personal Care Services,"",""
SG_BRAND_570a1a0929d046aa325751f41b1b7732,Conway National Bank (CNB),"",522110,Depository Credit Intermediation,Commercial Banking,"",""
SG_BRAND_112adbba73827e9d193b93ac13757b3d,Cook Out,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_10e24896f0b4091,Cookie Cutters Haircuts for Kids,"",812112,Personal Care Services,Beauty Salons,"",""
SG_BRAND_aa7bcf1705df640edd8bf1f6f3c9df2e,Cookies by Design,"",445292,Specialty Food Stores,Confectionery and Nut Stores,"",""
SG_BRAND_7d059acda6b4a1adfaa82cf0418d871e,Cool Cuts 4 Kids,SG_BRAND_2f65554b99c708fa,812112,Personal Care Services,Beauty Salons,RGS,NYSE
SG_BRAND_4fb5e40371d79c47,Cool River Cafe,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_3d7c243c33274708,Coolgreens,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_a39aa665da0b578a36c7c3b56f65d57d,Cooper Industries,"",335311,Electrical Equipment Manufacturing,"Power, Distribution, and Specialty Transformer Manufacturing",CBE,NYSE
SG_BRAND_3919eae50f1d3c4a,Cooper's Food,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_4667f28c0f37203d,Cooper's Hawk Winery and Restaurants,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_7536d92e687cdf78,Copeland's,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_28c1f08b2dbc0687,Copper Branch,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_41d5afb22f090f86,Cora,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_70d7b7d09486de3a6a176914cbf7a1e7,CORA Health Services,"",621399,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,"",""
SG_BRAND_9fca3db9f5db63f56daab9648a03a362,Corcoran & Matterhorn,"",316210,Footwear Manufacturing,Footwear Manufacturing,"",""
SG_BRAND_322f58803cc74f24,Core Evolution,"",713940,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,"",""
SG_BRAND_b14e212191a7b29fa577eb5593b67d72,CoreLife Eatery,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_0f2d55b86cd3a2f5e7f1a5643c629ff2,CorePower Yoga,"",812990,Other Personal Services,All Other Personal Services,"",""
SG_BRAND_4c292cf9ef9b2695,Corky's Kitchen & Bakery,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_beca42ed12cc720c,Cornbread,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_4b79b06bbabac0aa67fdcd1d4fade45a,Corner Bakery Cafe,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_653a7d153be66b4d,Corner Market,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_1686b9c0a52d87ac,Corner Pantry,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_498b244102a0db33,Cornerstone Dental,"",621210,Offices of Dentists,Offices of Dentists,"",""
SG_BRAND_a461c3f80bad268fce3411b913003b11,CORT,"",532289,Consumer Goods Rental,All Other Consumer Goods Rental,CORT,NASDAQ
SG_BRAND_ef23ef1d426ae1a73a7eed399cef707d,COS,SG_BRAND_318848b77682c5ecffe061bb49b18986,448120,Clothing Stores,Women's Clothing Stores,HNNMY,OTCMKTS
SG_BRAND_512bb075a070b4dcb3ee4365ed554cb5,Cos Bar,"",446120,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","",""
SG_BRAND_b7c33cc9299bac2b87700ab503f54b38,Cosi,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_a93e2c2206ef28d35a9d8a0da71b9d5c,CosmoProf,SG_BRAND_57bdb072ef4ee4c0fcd12ab460b8466f,423850,"Machinery, Equipment, and Supplies Merchant Wholesalers",Service Establishment Equipment and Supplies Merchant Wholesalers,SBH,NYSE
SG_BRAND_0745a8b3a29b440c,Cost Cutters,SG_BRAND_016d2c38631de45e,812112,Personal Care Services,Beauty Salons,RGS,NYSE
SG_BRAND_293593263dd55578,Cost Less Foods,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,"",""
SG_BRAND_2d1440c1b6b40fd2,Cost U-Less Insurance Center,"",524210,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,"",""
SG_BRAND_5d14f234946020549952bb9ad5a1e8e2,Cost-U-Less,"",561510,Travel Arrangement and Reservation Services,Travel Agencies,"",""
SG_BRAND_27f2602cf47ce49a,Costa Coffee,"",722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_cd4fa1ed589d2459,Costa Express,SG_BRAND_27f2602cf47ce49a,722515,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,"",""
SG_BRAND_9f8a0346fbc8993fd8538808ef54244b,Costa Vida,"",722513,Restaurants and Other Eating Places,Limited-Service Restaurants,"",""
SG_BRAND_e1d5079f68018134,Costco Gasoline,SG_BRAND_60b7b54d19fca719281e76d485a141ad,447110,Gasoline Stations,Gasoline Stations with Convenience Stores,COST,NASDAQ
SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"",452319,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,COST,NASDAQ
SG_BRAND_225c0cc23acd6744,Cottage Inn Pizza,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_fb97763befaca179b4c6b3ace9d18f2c,Cottman Transmission and Total Auto Care,"",811111,Automotive Repair and Maintenance,General Automotive Repair,"",""
SG_BRAND_98ee512578f2e405856c1836bb828115,Cotton On,"",448140,Clothing Stores,Family Clothing Stores,"",""
SG_BRAND_23679c52e055cdc2bc65421060cc3f47,Cotton Patch Cafe,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_34b9037f0ff5aae3,Couche-Tard,"",445110,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,ANCUF,OTCMKTS
SG_BRAND_1404e45b9498a77e,Country Cookin,"",722511,Restaurants and Other Eating Places,Full-Service Restaurants,"",""
SG_BRAND_e48984d0f952834b08ddd923992fe3b1,Country Fair,"",447110,Gasoline Stations,Gasoline Stations with Convenience Stores,"",""
SG_BRAND_4beb87afb75cdfcf,Country Financial,"",523110,Securities and Commodity Contracts Intermediation and Brokerage,Investment Banking and Securities Dealing,"",""
