geo_id,val,se,sample_size,effective_sample_size
430,0,1.339144,42,36.3372837
431,0,1.5200865,42,31.8928652
432,0,1.7485859,31,27.5945348
435,0,4.5678572,11,9.9460515
437,0,2.6436486,23,17.913255
438,0,4.9128336,10,9.177426
439,0,1.3094246,45,37.1847116
440,0,2.8844826,20,16.334131
441,0,10.6231172,5,3.7067164
442,0,5.2121858,10,8.5929045
443,0,1.5796931,35,30.651717
444,0,12.1012213,6,3.1318144
445,0,5.3636159,12,8.3220696
446,0,8.6703057,5,4.7668094
447,0,4.7279766,10,9.5753484
448,0,6.7549939,8,6.4019312
449,0,1.6579619,36,29.1575081
450,0,4.2197308,13,10.849097
451,0,1.9673194,27,24.4152932
452,0,7.1097869,8,6.0325596
456,0,5.8797706,8,7.5037331
457,0,9.5384027,6,4.2419678
